Price,QuantityInStock,WeightInGrams,LengthInCentimeters,WidthInCentimeters,UnitsSold
22522,24,4279,86,4050,490
6211,38,5075,361,12798,351
21201,35,3851,235,9626,248
23221,36,9499,241,14495,418
27573,32,8840,102,5600,206
24708,21,7514,58,9598,417
5726,41,4685,347,7659,142
16682,12,5295,176,11308,72
29836,28,6702,251,11897,61
18417,18,1749,73,14934,351
8921,37,4831,442,14954,67
2839,40,4855,498,6767,297
4659,39,7121,420,10346,166
5408,23,2035,475,9564,98
29894,40,2229,77,10401,266
3361,45,3084,105,13432,317
12772,10,5193,106,5520,200
8447,24,1832,313,7396,118
27510,44,7554,115,6895,200
21508,36,1134,317,6991,253
11680,12,9562,374,11544,166
11638,16,6620,422,6955,11
8098,15,8149,234,7927,82
29340,33,8107,459,13180,396
18497,36,6025,177,14852,372
21248,38,7641,210,14713,464
13248,28,9138,206,4520,206
27523,39,6829,213,6402,161
21596,21,7794,414,8717,289
26432,15,3876,309,7877,372
21551,18,4790,460,10713,344
11151,34,2667,53,8093,261
21770,46,1847,386,4183,370
8609,27,4409,137,6709,169
19844,43,6191,189,8865,349
21788,46,5626,328,12751,445
15634,36,2859,92,6449,135
28469,12,3313,107,11830,230
7696,23,9753,280,6910,461
29630,14,4908,181,14274,65
28452,46,4534,411,13712,247
17311,19,8993,264,8407,366
12883,47,4808,65,10782,469
26041,20,4118,438,8348,443
10228,25,2066,248,14325,262
18928,19,2930,358,11954,55
22470,23,4509,136,9977,171
4978,15,6005,100,4089,471
28461,14,2305,123,9079,438
10432,20,3710,85,14839,459
28959,40,3648,472,10734,253
20168,18,3909,290,8486,333
26403,28,9541,453,12020,306
23055,16,6026,337,12306,266
21439,15,3430,202,13881,132
10907,36,6402,338,8981,348
9682,20,1701,234,4866,274
6479,45,8770,67,14147,75
22523,15,5887,130,11669,106
29747,32,4536,139,8963,276
29739,33,5750,61,4837,276
13315,34,6774,301,7477,372
2854,48,2336,471,9686,264
7456,41,1376,335,4150,152
11239,40,3900,290,11280,233
17630,18,3234,439,5506,77
15836,31,8034,390,11309,63
29745,28,4367,119,10475,21
11226,13,9771,472,7907,492
29634,47,3753,451,4514,356
11889,31,3037,89,10437,412
8896,47,6956,432,4810,382
25542,26,8018,352,13873,339
7704,20,2543,274,8277,187
26339,30,4158,64,11263,486
8468,22,6436,188,13667,475
19490,29,3882,230,4477,354
28234,25,8371,395,14789,44
20005,22,1865,150,11783,444
28062,24,4058,243,7330,357
7114,40,7513,167,12907,395
20755,41,5710,101,7384,234
2826,42,6882,418,7319,112
16566,48,9552,56,5813,132
23215,20,2721,457,8021,26
27191,26,3293,496,14167,150
29208,25,1093,236,13738,416
20594,47,5821,150,6866,87
26187,36,1030,201,7399,181
24982,32,9247,113,5868,15
5190,22,7817,218,10829,335
22139,29,7249,206,13509,448
23068,11,7225,364,10903,199
12646,39,9034,462,5456,174
15558,45,1209,437,7719,293
20584,18,7842,253,4911,16
28559,22,5597,235,7333,76
7134,37,1353,286,12126,92
13657,36,7892,270,8628,225
6636,30,5149,238,7377,40
2722,32,3523,401,10703,469
15919,28,8890,352,14443,235
19339,17,2004,127,10848,21
12530,35,3862,477,12280,495
5944,35,6461,263,6093,59
11229,12,2498,210,14398,115
11769,22,5016,247,12607,23
24130,12,7544,337,10064,486
26738,29,3751,473,10056,232
28932,26,1574,122,11613,479
20915,28,9147,224,9930,104
7302,44,5324,253,7839,32
7416,20,2080,348,13664,90
5001,22,3221,283,9362,474
14088,26,8316,150,13133,356
6913,16,6277,283,14404,169
25196,43,6434,201,9154,305
11529,46,1796,241,11694,430
3534,10,7483,418,10878,94
17511,31,2396,451,13808,313
10172,22,8788,259,5002,87
8105,31,8064,402,13215,391
20998,12,9098,388,9488,268
2207,46,2230,461,13824,57
4782,15,6469,77,8547,282
24749,48,8593,293,12943,314
3320,45,9981,403,9138,452
15304,23,8181,137,9279,273
14522,46,6964,74,6654,483
24614,24,9222,245,11724,15
12187,32,8833,248,5522,32
25002,13,7344,221,11052,23
14977,19,7982,240,9658,240
23722,24,2178,349,8259,96
4146,32,5589,192,12696,204
26509,43,7032,155,14243,442
26515,26,1351,176,9218,348
28413,19,9091,259,4040,91
24675,29,2200,211,9396,215
8380,26,9983,349,11835,373
4417,43,8863,254,5862,227
7982,14,4985,470,9584,275
9296,36,7041,482,9828,228
19036,14,6763,84,5031,474
29776,47,9050,58,8679,165
28104,45,4013,417,6126,447
2677,16,8703,175,9474,302
26918,39,5939,107,8836,321
5985,15,6404,183,12826,390
27117,39,9018,430,5079,373
23371,38,7241,184,6884,446
17372,27,6794,355,6932,404
23390,42,6256,320,10732,483
8195,30,9328,145,13807,415
15967,48,1038,305,11552,299
29243,29,4220,389,6100,318
3227,39,5197,492,14395,384
17459,30,1665,464,10125,235
22540,49,3941,386,10033,90
22694,24,9778,338,8531,122
19947,46,6443,454,6875,239
28753,45,1639,220,13768,41
10858,49,8724,392,13523,448
14982,23,9022,331,6286,105
4528,12,6053,116,12726,351
20442,11,6995,140,6328,407
15742,12,4834,152,5540,400
6522,41,9264,388,8224,224
12474,12,3981,262,7715,460
19922,47,6731,272,10908,366
8744,20,3037,290,10092,443
15356,28,4828,288,8709,163
13620,25,4757,240,11869,334
3531,20,8206,396,5486,425
28107,22,1481,177,6678,263
27517,46,8204,179,8477,281
19762,46,1319,288,9903,124
27709,20,5248,92,8144,110
21427,32,2111,487,8001,270
6319,48,5969,90,6330,226
14379,21,5966,278,5520,209
25151,28,5862,270,8442,32
3266,49,5131,301,10836,123
27575,39,8057,380,4656,450
23810,11,8866,249,9861,101
3663,20,6445,458,13983,468
4363,43,6076,223,12669,112
20642,16,6414,377,4703,94
8822,23,6426,111,12833,25
27935,44,8006,306,11432,381
4977,37,4972,450,11327,14
28135,45,8037,307,9159,466
5988,21,9571,118,14229,422
28929,31,5681,89,7868,438
17565,40,2101,497,9974,226
15053,33,9916,225,7075,242
16231,15,9210,288,4121,344
15734,28,5407,376,9020,131
2793,35,1926,248,8483,221
4015,11,5385,361,6128,306
16486,11,5059,461,4038,17
15705,31,8834,157,10693,436
12999,14,5025,270,12284,106
26520,27,8192,174,5127,96
14518,43,2529,240,13784,386
13940,22,1031,284,9008,96
25213,41,7205,187,12751,111
16926,41,5684,157,4916,325
24205,45,9741,432,13602,157
11267,24,9702,296,9043,417
15685,23,1715,80,13907,253
9885,20,4740,179,6915,311
19264,32,8780,387,9189,247
23251,16,8309,110,8679,84
16903,12,9937,310,11846,164
24025,18,5694,236,6819,69
18225,35,6102,339,8104,76
17131,30,3493,239,5301,214
24024,31,3385,335,14123,333
12842,24,3690,389,10193,396
12544,21,3530,216,4930,165
7900,38,1268,99,13661,79
19882,37,9225,83,6618,436
4387,47,5339,487,4003,362
25554,38,2374,458,14933,175
2778,46,3181,448,6073,389
28297,13,8063,254,5425,365
13897,42,2632,161,9361,66
7468,15,1181,489,7359,213
24420,21,2386,451,5694,226
14550,23,8092,160,7522,113
6991,25,8705,355,11025,232
22526,44,1713,345,11035,242
15174,23,2653,378,11019,163
10234,35,1468,116,9393,291
14686,26,5944,330,4051,371
21902,38,1825,197,6887,116
2701,20,7127,296,9810,153
21427,29,2094,153,12597,141
27113,28,9879,293,9762,29
9814,47,5209,378,14989,148
28547,21,2984,230,14844,243
20651,21,8680,271,14820,33
27185,43,7244,248,6532,457
15263,47,1220,320,13973,76
4918,31,9387,129,12531,185
26548,40,8231,65,5391,131
13757,43,8278,337,12472,387
25686,11,4530,446,13085,499
5765,47,5751,236,5879,189
7539,36,3763,385,10114,339
26553,21,3471,361,11159,483
22789,38,2295,94,9899,167
12109,27,2786,161,14673,102
23705,39,3879,443,13002,52
8338,38,4793,193,10179,449
9865,48,6206,147,9054,496
17373,32,1238,341,9315,492
25912,22,4238,340,7937,185
19328,28,6742,84,8742,337
25006,37,2495,156,14780,251
15178,28,8132,298,4048,219
9980,21,8942,404,4685,76
24928,28,9891,268,13566,231
9081,35,9741,290,8791,293
24217,16,9392,127,12645,123
22676,32,6997,438,13939,361
27788,22,2244,256,13550,225
29662,23,6766,257,13218,88
13968,44,2699,312,14443,293
26253,24,5367,168,14295,39
22787,38,8660,311,13352,375
27064,25,4387,136,11235,156
5261,18,4254,278,4280,346
22273,34,8215,55,8605,199
20055,13,6687,137,7729,164
8703,18,7746,498,7507,334
12127,43,8758,298,9043,289
4573,39,5291,399,11392,35
4248,45,4877,456,12435,135
27762,13,7949,257,5308,135
9848,49,6175,100,12357,280
14562,23,7124,336,14862,31
27723,23,3782,270,7062,351
3344,38,5852,152,7302,157
26933,12,7359,317,11522,250
18240,41,9079,251,5859,370
19296,17,3955,194,4650,281
16361,27,2189,415,9473,235
20057,18,4670,299,9939,212
6388,19,5532,137,7673,361
13406,41,2117,89,5684,345
21886,35,2628,323,5353,328
12718,30,6193,346,10852,167
26920,46,6263,382,6553,339
7690,27,7025,451,12319,329
20280,39,7773,354,11164,332
28189,32,3511,78,12570,341
4160,12,4301,362,8551,454
22869,21,4584,65,9879,173
22348,15,1480,192,6227,175
3690,23,2104,74,14120,125
12516,45,3899,385,12213,453
29259,25,1982,308,8750,64
12625,23,1381,155,6843,211
29615,42,7756,235,8739,217
26248,48,6269,241,10522,401
4911,48,1727,222,14398,254
25332,41,7071,122,6541,470
2738,43,6650,393,4840,38
15289,21,8150,157,13542,97
20747,15,8746,219,13058,6
11896,22,3584,493,13147,464
8016,36,6820,370,10653,280
27377,15,4508,396,11762,206
28129,22,2343,161,6517,372
22969,16,9336,367,7928,361
20679,15,4691,388,8694,182
5508,48,3840,365,6663,419
28962,13,3635,420,7256,467
10967,27,4549,73,6431,231
27619,41,6929,96,7527,83
18222,23,3099,184,4226,278
10440,14,9061,438,13772,227
26163,10,2656,444,14838,439
19948,16,6241,209,12304,391
27053,12,8728,239,10591,424
22463,42,6647,411,4339,104
6784,31,1460,62,10752,32
25607,29,9074,396,13966,242
19795,28,1745,426,12602,489
19153,44,4454,418,5407,149
15781,12,6673,316,5700,474
11933,27,3973,50,14240,284
8100,26,8053,473,4040,468
16937,35,1800,367,11210,170
26331,34,2818,387,12222,284
11069,30,9790,289,8240,210
10022,15,2229,424,10332,379
17390,37,9918,330,8409,160
23398,35,2790,91,8145,164
10885,33,1499,458,10717,322
8709,45,1048,346,11142,479
21294,44,5459,300,12685,103
22107,14,3009,139,7724,283
27430,13,3426,235,8230,340
17175,34,3516,457,11099,19
12463,19,1103,453,12910,63
25986,11,7805,377,6950,106
13179,40,8688,132,13813,158
23099,33,4208,424,10085,423
9665,16,2617,71,14270,488
13521,17,5245,440,11685,350
9611,20,2034,91,11965,160
25844,24,7101,377,9039,308
24598,14,4272,250,6835,343
4566,31,9514,315,14390,362
10489,39,2720,299,13896,107
17906,22,5880,406,4112,174
5736,34,3921,224,6647,387
25873,32,1811,96,13677,168
18011,20,3467,207,13567,31
5282,29,6418,334,10118,178
24850,34,8189,197,5444,351
10580,43,1687,389,4291,163
17075,36,1180,166,8681,309
16507,27,8666,58,14906,310
5102,23,3387,205,14523,185
3578,23,4220,355,5204,107
4328,47,5865,359,6410,115
21985,13,3519,339,11818,48
27189,30,2338,214,13289,138
19412,24,5679,61,8866,409
18480,46,8066,305,9198,35
7656,18,7902,477,4732,417
23518,37,9495,228,12873,94
28396,37,5216,460,13200,223
25096,24,9303,195,5249,216
28647,17,6019,71,6898,108
26504,34,8880,134,10933,353
7367,40,9411,129,9368,375
15972,29,3284,209,6757,131
6480,46,3400,314,10773,113
24973,16,8908,317,13286,434
12164,44,8502,305,5250,180
11733,35,9115,423,13173,239
19046,32,5961,52,10122,8
19967,20,7444,263,9141,431
6377,23,4744,111,4868,134
6575,36,4307,259,6665,404
5541,45,2891,478,7911,273
28811,17,4091,419,10468,413
24350,31,4951,475,8571,270
8399,47,5807,132,10578,9
21716,21,7749,175,7836,365
13230,33,7326,159,10230,33
9045,39,9346,282,4578,78
21734,34,2209,361,12295,188
15233,28,3088,237,13479,165
18806,28,9255,306,10307,51
8190,39,8812,456,6637,9
27972,31,5439,65,11294,147
5443,49,2892,336,5785,386
29190,21,9953,181,12898,459
25632,39,9157,261,7286,145
26784,24,1614,153,6023,104
14973,41,1458,52,6063,72
11794,21,2768,174,14813,131
15758,30,7347,428,11434,123
14060,42,8187,80,13572,463
14422,12,1740,116,14241,106
14212,31,5600,428,13564,55
22964,41,9771,463,5941,167
11578,36,3277,86,13122,93
27764,22,9037,242,5068,326
11816,32,7730,92,6463,294
13017,13,6370,115,7924,308
28990,37,8443,492,7425,327
23952,16,3588,442,8219,376
6703,42,8825,368,11005,398
6352,22,5960,145,13341,185
9708,36,2809,256,8996,440
20623,28,8139,212,11436,223
12827,41,1864,79,11476,484
16670,10,6856,99,11375,317
26191,22,6677,308,12955,494
20891,38,6119,80,6938,132
21701,11,7884,372,10822,84
26483,44,8470,414,7838,462
5967,30,6171,305,8446,26
19514,27,4539,61,11992,222
15793,32,7424,292,14128,112
4769,47,2432,339,8115,28
10648,34,8377,386,7901,228
29695,39,7922,444,13365,220
21387,11,6485,418,12863,67
19082,20,9511,317,6688,97
28648,42,8992,454,7177,376
7679,34,7070,428,6481,436
23498,47,6638,285,14095,63
24946,27,4024,459,13564,450
2636,45,7140,370,4235,218
19019,40,8368,203,7769,421
19269,49,3490,365,10822,65
10260,22,5095,185,13638,439
14959,47,9718,52,6164,50
11856,43,2165,478,9862,484
25253,48,9874,268,5199,249
15103,44,7809,389,5988,476
4165,34,5428,444,4192,206
8800,38,1436,368,4002,197
11404,19,5678,275,7285,479
4075,23,7213,491,9897,30
21958,22,8289,237,8931,167
20315,22,1435,200,9363,218
13245,48,1126,330,7150,314
11773,39,1251,320,6848,247
9867,24,3867,481,12749,473
5201,35,8481,392,5517,93
28887,38,7407,464,12276,27
14635,17,6052,421,10217,434
9897,12,7126,155,11755,349
24953,31,7265,106,7890,180
13933,10,8985,220,12410,290
14023,13,9588,347,7570,146
17997,42,6130,433,11214,237
29522,47,9612,474,4106,204
29938,37,5968,213,11910,98
19866,12,9273,133,7053,405
2696,25,6996,318,11561,497
7413,43,8061,265,13780,128
20269,47,6300,181,7466,148
16529,27,2178,112,13418,194
2400,49,4502,185,5849,309
24495,34,3592,424,14010,165
24357,38,3368,362,14128,443
24491,20,6904,200,10267,54
16909,35,2706,64,14431,60
8562,48,9207,353,10482,311
28769,29,4694,359,8802,106
24684,39,7230,131,9679,276
23577,41,4928,454,13473,188
4778,47,5789,85,12605,174
19435,27,3762,75,5139,234
15070,20,6090,166,7610,113
20935,38,9471,256,4645,391
25140,43,3246,441,14949,142
3738,33,3762,245,12298,30
11455,38,1948,380,13913,400
7275,36,9471,432,6321,424
24105,23,6193,121,11934,367
3349,19,3191,435,11474,456
8587,18,2605,304,9693,75
25219,39,6283,197,9097,318
8280,46,2497,289,8924,444
23798,17,3287,108,11228,229
22079,11,2704,357,8215,8
2092,48,9053,396,14045,148
18747,11,1232,332,8284,252
22930,11,1320,408,14202,256
6004,48,3418,409,10148,155
11329,43,7093,450,12610,176
21238,23,4324,466,5424,460
8630,12,4646,98,5259,334
12554,29,5129,452,11006,54
24188,43,7406,335,7370,312
27261,11,5255,252,6353,33
28715,23,8588,188,11985,269
8794,42,8763,428,8492,372
10916,19,7880,173,6872,85
21580,38,5041,65,5752,169
13642,23,5794,70,8485,455
17084,15,8952,194,13186,231
18359,26,4197,179,12135,401
26830,19,1328,171,9283,423
23889,15,6590,231,5997,463
4869,48,6339,340,5290,93
12566,19,3894,164,7194,172
12392,34,8992,137,8536,131
2581,30,6780,228,5596,436
21895,48,5251,458,8327,174
29657,42,8125,281,14323,259
6989,20,8873,397,14886,383
12391,49,8600,139,5075,286
6875,46,1130,178,12853,282
17032,32,8651,272,13799,490
17482,31,6932,353,12010,493
11464,40,4569,410,13542,193
26574,34,9990,82,13175,22
23844,29,2004,236,7937,312
22234,27,9344,497,9055,17
9608,20,5683,227,5765,186
12644,18,3649,127,5079,83
4472,28,7315,198,8107,93
24618,27,7753,213,6055,88
25176,12,6619,86,8636,84
10871,44,2283,159,9381,206
24714,33,5331,350,5326,142
13429,44,9279,229,6404,91
14698,33,1125,110,8940,318
20727,30,9787,124,7100,424
3874,48,6182,455,9416,109
23444,25,6384,399,4455,299
28991,26,7566,132,12309,110
28627,47,3357,444,7544,275
3727,23,7043,56,9478,300
17353,11,7154,413,9930,284
14049,20,1564,410,7494,142
3395,37,2710,384,6883,394
15468,14,7593,182,11470,349
23925,30,3343,98,12555,240
17738,41,4123,118,7115,432
8273,21,6573,210,5070,294
18598,10,5897,109,10440,321
2646,18,3405,91,9143,418
28752,25,2297,331,12366,376
23562,44,4902,266,12922,53
22154,18,8389,276,12373,186
4978,44,4810,441,13511,173
24489,34,2111,356,14756,306
6858,35,1303,398,4397,177
16690,15,5294,284,4334,325
13936,29,9002,328,6276,230
9812,10,3633,109,12554,115
11429,37,1344,190,4696,322
14019,47,2573,81,14288,151
12470,36,3757,199,7145,155
20433,32,8659,254,12703,190
4807,24,7371,328,9389,226
13534,39,7672,117,4173,261
23219,14,3211,137,7637,260
26473,25,2786,95,10366,484
26260,22,3481,225,12792,81
23584,31,2381,58,12174,497
13125,28,9079,98,14643,23
15435,28,8455,279,9686,173
16162,39,4545,276,7342,409
18143,22,3240,313,6593,235
19485,21,4200,122,5843,493
16760,18,2176,279,7860,8
13040,22,6184,421,9613,101
6969,35,5519,114,12840,445
8192,10,4253,432,13723,497
8498,11,3717,319,4305,447
19844,21,8974,166,4280,477
15923,40,6011,50,4020,317
7434,10,2490,250,11051,222
19027,42,7977,319,10102,57
28571,12,8836,352,9881,399
22881,39,5878,261,6164,395
7474,38,8571,76,8802,202
20370,18,2824,195,14633,169
17499,20,2709,237,11518,23
4858,39,3899,93,8426,76
14586,16,9087,167,7685,130
12042,40,4721,447,12353,86
8159,25,2166,439,14807,138
19893,10,6793,419,14591,65
14982,40,1413,299,8579,202
11990,49,6006,202,11347,327
22419,37,7718,180,12092,373
12758,15,4563,397,12130,78
13771,36,9807,199,14149,59
27382,11,2868,347,7268,251
20806,44,8584,107,13544,240
14019,11,5176,177,9023,32
21721,34,3330,435,6402,56
27235,35,5024,452,5760,171
8503,27,9585,411,6441,51
7359,17,7054,112,11080,88
2370,32,9965,186,10840,375
23565,16,8964,496,10039,291
4705,13,8812,442,8198,185
10684,48,1536,113,11542,285
25074,34,7894,237,11045,185
13107,42,3107,429,13187,407
29252,43,6669,279,10031,106
16530,45,9535,240,14731,497
3564,31,5285,442,9163,265
2021,39,3953,452,7445,248
19590,16,3803,252,13518,253
24722,23,1663,140,13036,45
27671,28,7479,319,11173,458
6641,39,2190,442,5465,289
3557,24,4607,158,8232,227
17962,40,6216,168,5021,79
20657,30,8245,345,12858,172
13870,44,6349,419,12494,413
24857,40,6242,240,9912,346
10598,12,3072,177,4947,306
9500,31,8040,78,4474,412
5210,19,5912,170,7873,156
2446,46,2585,407,14776,421
17093,49,4372,332,5270,292
5481,10,6250,256,9624,451
21571,46,7219,486,7590,105
4210,39,4131,310,7681,44
25625,15,4239,373,11406,481
16557,24,4206,499,14527,7
29600,24,9781,498,12338,429
17789,44,4223,398,5781,260
13012,39,2362,155,12241,295
27247,21,5911,295,9561,317
17675,44,4932,298,13947,267
10156,10,9035,366,7421,386
8080,34,3271,322,10114,410
22884,15,2369,76,6400,26
18715,24,9075,377,10857,479
25711,24,3160,404,8631,182
2756,26,1089,254,8053,341
4019,15,1734,199,14375,137
12362,34,4141,135,9825,475
28015,37,7347,217,6990,236
11123,11,3083,262,4030,49
5820,28,8171,360,13183,469
9513,32,6188,189,12498,36
15116,12,9140,87,12392,255
10566,29,9521,199,8107,129
22043,26,1189,105,8949,384
11276,47,4007,210,13444,401
12556,19,6128,399,12279,255
14428,46,3714,127,9775,477
22812,29,2488,192,14146,145
7465,16,4535,312,7795,24
29573,47,4062,209,12820,422
29013,36,8362,265,7615,485
23659,31,6433,290,10114,443
11288,48,8851,68,5596,245
27341,24,5438,367,7516,256
8722,33,6157,461,7653,132
2698,25,5588,192,8852,283
2433,15,7936,139,11664,108
26631,39,5102,437,9542,130
13301,13,2220,347,4743,30
15924,49,2944,92,6898,192
28897,35,6783,499,12755,448
17233,15,6746,400,4688,220
3950,19,2705,131,8627,279
29618,38,4903,271,4569,193
2918,29,1751,131,11880,23
5193,27,3161,350,4347,189
24581,12,3244,456,5715,470
23920,40,6350,345,11063,176
25500,25,5450,154,11628,441
28804,24,1380,383,11762,378
25407,38,7897,410,4177,110
23852,19,6884,390,5002,417
13450,49,2115,281,6210,261
5697,19,3637,325,7587,321
22594,15,2858,412,11871,416
26286,19,6281,82,10041,158
11498,14,1761,219,7422,222
6765,26,9901,475,11713,9
23471,27,9025,273,13140,492
28592,45,8918,232,6653,499
26609,16,2512,377,12805,211
10237,43,7500,472,9804,433
20435,15,6706,383,13479,371
29575,33,2592,117,13685,185
21937,30,9682,408,11118,135
9970,27,2187,441,5787,302
22933,13,8521,483,8344,130
7441,35,2176,93,6646,361
6921,29,5696,357,4690,241
21648,28,1714,61,7514,376
2219,38,4224,430,9223,221
23966,22,9475,152,10788,303
29326,21,6097,395,11355,198
28798,11,6411,132,4902,335
25706,14,7059,62,13034,301
26879,19,1273,56,5032,312
16419,32,9850,82,7663,324
12770,13,9580,274,13599,298
26439,23,3137,65,7047,421
12007,49,8367,384,6284,398
27099,24,2597,345,9675,111
12872,44,7160,313,13058,341
16091,24,1604,397,6036,100
10293,21,8569,248,8339,361
20838,21,7821,125,11794,237
14499,25,8000,244,13227,377
27238,37,7576,59,5264,128
17243,34,7307,381,13490,486
27772,25,7812,391,13946,397
24953,46,7147,302,5095,28
7727,36,3266,166,9292,434
7402,19,2493,64,4175,461
10541,17,8112,469,14245,394
4037,42,2422,386,10847,424
4014,16,7801,183,14947,274
9388,47,1927,356,4262,199
20806,35,3332,319,12018,298
12585,13,1073,166,9366,56
22591,24,6117,232,6268,198
16952,42,9327,492,6278,293
26588,25,7999,176,4834,320
19570,16,5459,141,4508,258
29918,27,4467,174,10955,299
25338,18,5190,158,14790,284
11478,45,2667,494,7757,272
18293,25,7474,72,4057,54
25039,26,7384,73,5836,110
26807,31,8836,270,14381,284
29802,20,4867,271,13023,435
25400,46,1454,197,11878,344
